Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
13278990,The Housing Monster,prole.info,"prole.info, prole.info",,"=""160486530X""","=""9781604865301""",0,3.77,PM Press,Paperback,160,2012,2011,,2017/12/07,currently-reading,currently-reading (#3),currently-reading,,,,1,,,0,,,,,
7805,Pale Fire,Vladimir Nabokov,"Nabokov, Vladimir",,"=""0141185260""","=""9780141185262""",0,4.19,Penguin Books Ltd,Paperback,246,2000,1962,,2013/10/09,to-read,to-read (#26),to-read,,,,0,,,0,,,,,
34220725,Never Use Futura,Doug Thomas,"Thomas, Doug",Ellen Lupton,"=""1616895721""","=""9781616895723""",4,4.29,Princeton Architectural Press,Paperback,208,2017,,,2017/11/12,,,read,"Pretty good! It's halfway between a coffee-table book and a book you'd want to read-through. I did the latter, and, well, it isn't a masterpiece in terms of writing - lacks continuity, often uses lingo without definition - but it makes up for that with the gorgeous typesetting and examples.",,,1,,,0,,,,,
34913288,"The Three Pillar Model for Business Decisions: Strategy, Law and Ethics",George Siedel,"Siedel, George",,"=""""","=""""",4,3.00,"Van Rye Publishing, LLC",Kindle Edition,253,2017,,2017/11/12,2017/07/09,,,read,"The bad: like the other business / sales books I've read, it spends almost half of its pages just telling you how good the book is. It reassures you that, yep, this will increase your sales, just as it did for Bill and Barbara.<br/><br/>The good: this is like looking though the eyes of The Corporation. The book will give you their take on why car companies shouldn't invest too much in seatbelts, why arbitration clauses are good, how you must avoid giving the impression of firing-with-cause, and so on. Not that you'll agree with (or should agree with) any of that, but, well, it's interesting to hear those points so clearly made.",,,1,,,0,,,,,
11275062,Nixonland: The Rise of a President and the Fracturing of America,Rick Perlstein,"Perlstein, Rick",,"=""1451606265""","=""9781451606263""",5,4.12,Scribner,ebook,896,2010,2008,2017/11/11,2017/10/01,,,read,,,,1,,,0,,,,,
27162486,The Banjo: America's African Instrument,Laurent Dubois,"Dubois, Laurent",,"=""0674047842""","=""9780674047846""",5,4.39,Belknap Press: An Imprint of Harvard University Press,Hardcover,384,2016,2016,,2017/11/07,,,read,,,,1,,,0,,,,,
8219235,Grounding for the Metaphysics of Morals/On a Supposed Right to Lie Because of Philanthropic Concerns,Immanuel Kant,"Kant, Immanuel",,"=""1452841098""","=""9781452841090""",5,3.80,Createspace,Paperback,94,2010,1785,,2010/05/23,,,read,,,,1,,,0,,,,,
1407132,Hinduism,Louis Renou,"Renou, Louis",,"=""0671478710""","=""9780671478711""",2,3.09,Pocket Books,Mass Market Paperback,,1971,1951,,2007/07/03,,,read,"A fast read, but it included too much biased language & opinionated writing.",,,1,,,0,,,,,
29548767,Time Travel: A History,James Gleick,"Gleick, James",,"=""""","=""""",2,3.58,Pantheon,Kindle Edition,352,2016,2016,2017/06/23,2017/05/31,,,read,"Gleick's 'Time Travel' includes one scene with a physicist rolling his eyes wearily, explaining that, yes, time travel is possible in the case of black holes, but that he would rather not talk about it. Unfortunately I felt like that guy when I was reading this book.<br/><br/>There are only so many times I can read that time is like 'a river', or read a paragraph-length biography of someone's life in order to support their two sentences of historical contribution. The historical viewpoint, too, gives the story a sort of interrupted flow. Sure, it makes a lot of sense to 'start from the beginning' but I wish that the physical approaches (time as a field, as a measure of entropy, as relative or absolute) were enumerated rather than unveiled one by one, deep in mostly unnecessary context.<br/><br/>This might sound like a review written by some guy who heard about time travel and wants a time machine as soon as possible, with as little interference as possible. And maybe I've worn out my nonfiction reading ability by overdosing on these mile-deep scientific/literary history books. But anyway, Time Travel seemed, well, like a lackluster use of my time, a book that tried to be too much in and of itself and that never really developed into anything or built on itself, perhaps like our thinking about time travel itself. ",,,1,,,0,,,,,
31416132,The Complacent Class: The Self-Defeating Quest for the American Dream,Tyler Cowen,"Cowen, Tyler",,"=""""","=""""",5,3.64,St. Martin's Press,Kindle Edition,256,2017,,,2017/05/11,,,read,,,,1,,,0,,,,,
18505802,"Console Wars: Sega, Nintendo, and the Battle that Defined a Generation",Blake J. Harris,"Harris, Blake J.",,"=""0062276697""","=""9780062276698""",2,3.91,It Books,Hardcover,576,2014,2014,2017/05/11,2017/05/11,,,read,"This was a fascinating time in history, and the book starts out with some great anecdotes, but the writing is terrible. I understand that history authors need to manufacture dialogue, but what he comes up with is chock-full of unbelievable cliches. And the entire 'war' is described only through the eyes of marketers, with everything else - the technological development, financial situation, view from the perspective of kids - elided.<br/><br/>Overall, not recommended. I hope someone writes a book about the same topic but spares us the dialogue.",,,1,,,0,,,,,
8913542,23 Things They Don't Tell You About Capitalism,Ha-Joon Chang,"Chang, Ha-Joon",,"=""1608191664""","=""9781608191666""",5,3.98,Bloomsbury Press,Hardcover,286,2011,2010,2017/03/06,2017/03/07,,,read,,,,1,,,0,,,,,
313223,Hitler's Olympics: The Story of the 1936 Nazi Games,Anton Rippon,"Rippon, Anton",,"=""1844154440""","=""9781844154449""",2,3.43,Pen & Sword Books,Hardcover,228,2006,2006,2017/01/26,2017/01/26,,,read,"Well, it's an interesting topic and there was certainly research done. Unfortunately, at least the eBook edition of this is a copyediting disaster.",,,1,,,0,,,,,
29954161,The Gunning of America: Business and the Making of American Gun Culture,Pamela Haag,"Haag, Pamela",,"=""""","=""""",5,3.33,Basic Books,Kindle Edition,530,2016,2016,2017/01/21,2017/01/21,,,read,,,,1,,,0,,,,,
9602,Palm Sunday: An Autobiographical Collage,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385334265""","=""9780385334266""",5,3.77,Dial Press,Paperback,300,1999,1981,2017/01/01,2017/01/01,,,read,,,,1,,,0,,,,,
6732019,Rework,Jason Fried,"Fried, Jason",David Heinemeier Hansson,"=""0307463745""","=""9780307463746""",3,3.93,Crown Business,Hardcover,279,2010,2010,2016/12/20,2016/12/21,,,read,"I really like that this book exists: a lot of its suggestions are the opposite of conventional knowledge around startups. If you follow Signal vs Noise, their blog, as I do, it's less worthwhile to buy the book. Many of the chapters are already shared as blog posts.<br/><br/>Some of the advice could be stronger if it thought harder about the opposing argument, rather than dismissing it as greedy or thoughtless.",,,1,,,0,,,,,
6600498,Atomic Awakening: A New Look at the History and Future of Nuclear Power,James Mahaffey,"Mahaffey, James",,"=""1605980404""","=""9781605980409""",4,4.24,Pegasus Books,Hardcover,352,2009,2009,2016/12/20,2016/12/21,,,read,"It's a solid book, but it's trying to be different things at different points. He starts with lots of biographical detail - too much, for my taste, since I don't particularly care whether Oppenheimer had a nice childhood. And then it transitions into a methodical explanation of the atomic experimentation and industry, and then finally into a decently robust argument for nuclear power. The first 80% is completely non-rhetorical, but you really feel it speed up and energize in the last 20%, and I was left wishing he had chosen one or the other.",,,1,,,0,,,,,
25739712,Etiquette: A Guide to the Most Common Etiquette Rules and Social Situations where Etiquette Matters (The Modern Ladies & Gentleman Book 4),Niel Schreiber,"Schreiber, Niel",,"=""""","=""""",2,3.38,Niel Schreiber,Kindle Edition,48,2015,2015,2016/11/12,2016/11/12,,,read,"This is not a great work of nonfiction: it's a quickly-written ode to Emily Post, with updates for the modern era. And it's passable, for the first few chapters. It takes a turn at Chapter 7. Maybe the copyeditor stopped there, or another author swapped in, and at that point the number of grammar and style errors skyrockets. The effect is worsened by the prose, which, in the pattern of Post, goes over the top with its old-fashioned turns of phrase.",,,1,,,0,,,,,
236144,"Math You Can't Use: Patents, Copyright, and Software",Ben Klemens,"Klemens, Ben",,"=""0815749422""","=""9780815749424""",5,3.97,Brookings Institution Press,Hardcover,150,2007,2005,2016/11/04,2016/11/04,,,read,,,,1,,,0,,,,,
4980,Breakfast of Champions,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385334206""","=""9780385334204""",3,4.08,Dell Publishing,Paperback,303,1999,1973,2016/10/30,2016/07/17,,,read,"I'm having a hard time deciding whether I liked this book less than the rest of Vonnegut's, or such time has passed since my Vonnegut phase that I wouldn't like others either anymore. Regardless, it didn't click: the ratio of insight to connecting narrative seemed off, such that the book felt like a disjointed series of one-liners.",,,1,,,0,,,,,
1448236,Parkinson's Law,C. Northcote Parkinson,"Parkinson, C. Northcote",,"=""1568490151""","=""9781568490151""",4,4.04,Buccaneer Books,Hardcover,112,2003,1957,2016/10/30,2016/10/30,take-these,take-these (#8),read,"A classic: the witticisms live on in the Internet age, but are well-spun in the original book. Hilarious and highly recommended.",,,1,,,0,,,,,
14315,"Mr. Wilson's Cabinet Of Wonder: Pronged Ants, Horned Humans, Mice on Toast, and Other Marvels of Jurassic Technology",Lawrence Weschler,"Weschler, Lawrence",,"=""0679764895""","=""9780679764892""",4,4.03,Vintage,Paperback,192,1996,1995,2016/09/16,2016/10/03,,,read,"The style of this book is peak New Yorker voice. I read it after visiting the MJT, which I enjoyed greatly. I'm a fan, though I feel like it falls into the New Yorker trap of being too focused on the individual - we learn about Wilson's family, upbringing, habits, personality - but not enough about the ideas that he's trying to share. After all, this is a book about a relatively unique type of museum trying to send a message, and it would be interesting to also hear how this message is received and how it changes over the years.",,,1,,,0,,,,,
821355,The Pine Barrens,John McPhee,"McPhee, John",James Graves,"=""0374514429""","=""9780374514426""",5,4.15,"Farrar, Straus and Giroux",Paperback,176,1978,1967,2016/09/09,2014/03/04,take-these,take-these (#7),read,"McPhee at his best, and covering the best state.",,,1,,,0,,,,,
21797589,CLOG: National Mall,Kyle May,"May, Kyle",,"=""""","=""9780983820444""",5,4.33,CLOG,Paperback,128,2012,2012,2016/09/13,2016/09/15,,,read,"I loved this book - it's readable and unique, with articles about fundamental elements of the mall by the people who built and designed them.",,,1,,,0,,,,,
424,Slouching Towards Bethlehem,Joan Didion,"Didion, Joan",,"=""0374521727""","=""9780374521721""",5,4.23,Farrar Straus Giroux,Paperback,238,1990,1968,2016/09/08,2016/09/10,,,read,Super enjoyable and readable - it lives up to the hype.,,,1,,,0,,,,,
4865,How to Win Friends and Influence People,Dale Carnegie,"Carnegie, Dale",,"=""""","=""9780671723651""",2,4.14,Gallery Books,Paperback,288,1998,1936,2010/12/26,2010/12/26,,,read,"Kind of a ridiculous book. There are one or two good notes, like pointing out how people often offer rewards they themselves would enjoy without considering the other party.<br/><br/>But besides that, it's absurd: there's a serious anti-intellectual bent combined with crazy culture (offering suggestions of what to do at ""the club""). Science and studies cited are loose, with guesstimated statistics. Although the observations about human nature - brutal realism of people as plastic, self-centered, and fragile creatures - are usually valid, their portrayal here make the follower of directions act without allowing people to rise above these expectations.",,,1,,,0,,,,,
10276354,"The Great Stagnation: How America Ate All The Low-Hanging Fruit of Modern History, Got Sick, and Will (Eventually) Feel Better",Tyler Cowen,"Cowen, Tyler",,"=""1101502258""","=""9781101502259""",3,3.73,Dutton Books,ebook,64,2011,2011,2016/08/12,2016/08/13,,,read,"For pop-economics, this is an interesting and unusual read. It doesn't swing predictably Republican, Democratic, or other, and it's on a refreshingly more macro level than the 'random walk' trend. Where other writers lean toward character judgments of the rich or the poor, Cowen tries to present the problem as more deeply-embedded, as a cyclical slowdown in mankind's progress itself.<br/><br/>He is oddly dismissive of the internet as a technology. It's true that job creation has revenue on the internet has been limited, but the examples in this book are thin and the language, which is otherwise nice and balanced, distills the internet down into a ""fun"" fad. His focus is heavily on media companies on the internet - wouldn't be more interesting to compare, say, Amazon to Wal-Mart?<br/><br/>All in all, it's a worth a read and I appreciate the pacing and brevity - it feels exactly as long as it should be.",,,1,,,0,,,,,
411830,The Salamander Room,Anne Mazer,"Mazer, Anne","Lou Fancher, Steve                   Johnson","=""0679861874""","=""9780679861874""",5,4.15,Dragonfly Books,Paperback,32,1994,1991,,2016/07/27,,,read,This was one of my top three books growing up. It's lovely and beautiful and I recommend it to anyone with kids.,,,1,,,0,,,,,
27831864,Sprint: How to Solve Big Problems and Test New Ideas in Just Five Days,Jake Knapp,"Knapp, Jake","John Zeratsky, Braden Kowitz","=""""","=""""",4,4.24,Simon & Schuster,Kindle Edition,289,2016,2016,2016/07/23,2016/07/02,,,read,"It's pretty good, but like many 'business books', could be half as long and retain all the meaning.",,,1,,,0,,,,,
703532,"Mindstorms: Children, Computers, And Powerful Ideas",Seymour Papert,"Papert, Seymour",,"=""0465046746""","=""9780465046744""",4,4.32,Basic Books,Paperback,252,1993,1980,2016/07/17,2016/07/17,take-these,take-these (#6),read,,,,1,,,0,,,,,
12917338,"Homeland (Little Brother, #2)",Cory Doctorow,"Doctorow, Cory",,"=""0765333694""","=""9780765333698""",3,3.95,Tor Teen,Hardcover,396,2013,2013,2016/07/16,2016/07/16,,,read,"It's YA fiction in the 'kid hacker' genre. Since this is one of my few adventures into YA novels, I can't judge it with good relative accuracy, but it does fall into many tropes - tortured revolutionary political boy with female love interest and SF setting. The plot has few major hooks. But all-in-all, it's a nice read and, even if it laboriously explains every tech concept, it does so accurately and has a tasteful selection of references.",,,1,,,0,,,,,
18691224,The Most Important Thing,Maura Pennington,"Pennington, Maura",,"=""145360152X""","=""9781453601525""",0,4.00,CreateSpace Independent Publishing Platform,Kindle Edition,258,2010,2010,,2016/07/02,,,read,,,,1,,,0,,,,,
25112174,The Business of America is Lobbying: How Corporations Became Politicized and Politics Became More Corporate (Studies in Postwar American Political Development),Lee Drutman,"Drutman, Lee",,"=""""","=""""",0,3.52,Oxford University Press,Kindle Edition,288,2015,2015,,2016/07/02,currently-reading,currently-reading (#2),currently-reading,,,,1,,,0,,,,,
685483,The Elements of Typographic Style,Robert Bringhurst,"Bringhurst, Robert",,"=""0881791326""","=""9780881791327""",5,4.25,Hartley & Marks Publishers,Paperback,320,2001,1992,2016/07/02,2014/11/04,,,read,"My favorite English-language-typographic pedant book. Written with an attitude, like Eats Shoots and Leaves, but with more historical backup and a more amusing tone.",,,1,,,0,,,,,
25189315,Smoke Gets in Your Eyes: And Other Lessons from the Crematory,Caitlin Doughty,"Doughty, Caitlin",,"=""0393351904""","=""9780393351903""",5,4.06,W. W. Norton  Company,Paperback,272,2015,2014,2016/07/02,2016/01/03,,,read,Loved it! A well-considered mix of personal tales and observations about death and the funeral industry's past and future.,,,1,,,0,,,,,
71730,Nonviolent Communication: A Language of Life,Marshall B. Rosenberg,"Rosenberg, Marshall B.",Arun Gandhi,"=""1892005034""","=""9781892005038""",4,4.31,Puddledancer Press,Paperback,220,2003,1999,2016/07/01,2016/07/02,,,read,Some of the book is typical self-help fare: semi-believable anecdotes from conferences and history. But on the whole it lives up to its reputation as a ambitious but pragmatic system for solving problems and talking about emotions.,,,1,,,0,,,,,
381355,The Bogleheads' Guide to Investing,Taylor Larimore,"Larimore, Taylor","Michael LeBoeuf, Mel Lindauer","=""0471730335""","=""9780471730330""",4,4.23,John Wiley & Sons,Hardcover,307,2006,2006,2016/07/01,2016/07/02,,,read,,,,1,,,0,,,,,
603255,"Applied Cryptography: Protocols, Algorithms, and Source Code in C",Bruce Schneier,"Schneier, Bruce",,"=""0471117099""","=""9780471117094""",4,4.18,Wiley,Paperback,758,1996,1993,,2016/04/30,,,read,,,,1,,,0,,,,,
3067234,The Algorithm Design Manual,Steve S. Skiena,"Skiena, Steve S.",,"=""1848000693""","=""9781848000698""",4,4.34,Springer,Hardcover,730,2011,1997,,2016/04/30,,,read,,,,1,,,0,,,,,
6590992,Cradle to Cradle: Remaking the Way We Make Things,William McDonough,"McDonough, William",,"=""""","=""""",2,4.10,,Kindle Edition,,,2002,,2016/04/30,,,read,,,,1,,,0,,,,,
23546276,Countdown to Zero Day: Stuxnet and the Launch of the World's First Digital Weapon,Kim Zetter,"Zetter, Kim",,"=""""","=""""",5,4.11,Crown,Kindle Edition,448,2014,2014,,2016/04/30,,,read,,,,1,,,0,,,,,
23676935,Life in Prison: Eight Hours at a Time,Robert Reilly,"Reilly, Robert",,"=""""","=""""",2,3.83,Tilbury House Publishers,Kindle Edition,293,2014,2014,,2016/04/30,,,read,,,,1,,,0,,,,,
19929257,Levels of the Game,John McPhee,"McPhee, John",,"=""""","=""""",5,4.20,"Farrar, Straus and Giroux",Kindle Edition,162,2011,1969,,2016/04/30,,,read,,,,1,,,0,,,,,
19252926,NaS Lost: A Tribute to the Little Homey,Byron Crawford,"Crawford, Byron",Theotis Jones,"=""""","=""""",5,3.76,Byron Crawford,Kindle Edition,197,2013,2013,,2016/04/30,,,read,,,,1,,,0,,,,,
9024174,Playing to Win: Becoming the Champion,David Sirlin,"Sirlin, David",,"=""""","=""""",4,3.83,,Kindle Edition,144,,2005,,2016/04/30,,,read,,,,1,,,0,,,,,
16149296,On Writing Well: The Classic Guide to Writing Nonfiction,William Zinsser,"Zinsser, William",,"=""""","=""""",4,4.24,Harper Perennial,Kindle Edition,303,2012,1976,,2016/04/30,,,read,,,,1,,,0,,,,,
20242999,The Smart Growth Manual,Andrés Duany,"Duany, Andrés","Jeff Speck, Mike Lydon","=""""","=""""",3,3.94,McGraw-Hill Education,Kindle Edition,241,2004,2004,,2016/04/30,,,read,,,,1,,,0,,,,,
6705401,Free: The Future of a Radical Price,Chris Anderson,"Anderson, Chris",,"=""""","=""""",1,3.83,Hyperion e-books,Kindle Edition,288,2009,2009,,2016/04/30,,,read,,,,1,,,0,,,,,
6621198,"Eats, Shoots  &  Leaves: The Zero Tolerance Approach to Punctuation",Lynne Truss,"Truss, Lynne",,"=""""","=""""",3,3.86,Avery,Kindle Edition,240,2004,2003,,2016/04/30,,,read,,,,1,,,0,,,,,
18802222,Remote: Office Not Required,Jason Fried,"Fried, Jason",David Heinemeier Hansson,"=""""","=""""",3,3.80,Crown Business,Kindle Edition,256,2013,,,2016/04/30,,,read,,,,1,,,0,,,,,
27843051,The American President: From Teddy Roosevelt to Bill Clinton,William E. Leuchtenburg,"Leuchtenburg, William E.",,"=""""","=""""",5,4.40,Oxford University Press,Kindle Edition,902,2015,2015,,2016/04/30,,,read,,,,1,,,0,,,,,
871706,Intensive Science & Virtual Philosophy,Manuel De Landa,"Landa, Manuel De",,"=""0826479324""","=""9780826479327""",0,4.06,Bloomsbury Academic,Paperback,240,2005,2002,,2016/02/23,to-read,to-read (#25),to-read,,,,0,,,0,,,,,
158785,Journey to the West (4-Volume Boxed Set),Wu Cheng'en,"Cheng'en, Wu",W.J.F. Jenner,"=""7119016636""","=""9787119016634""",0,4.25,Foreign Languages Press,Paperback,2346,2003,1592,,2010/04/01,to-read,to-read (#4),to-read,,,,0,,,0,,,,,
96123,All the President's Men,Carl Bernstein,"Bernstein, Carl",Bob Woodward,"=""1416522913""","=""9781416522911""",4,4.17,Pocket Books,Paperback,480,2005,1974,2016/01/02,2016/01/03,take-these,take-these (#5),read,,,,1,,,0,,,,,
18509663,Spam Nation: The Inside Story of Organized Cybercrime — from Global Epidemic to Your Front Door,Brian Krebs,"Krebs, Brian",,"=""1402295618""","=""9781402295614""",4,3.71,Sourcebooks,Hardcover,256,2014,2014,2015/12/13,2015/12/13,take-these,take-these (#4),read,"A pretty satisfying read: from a tech standpoint, most books that 'dabble' in tech are littered with mistakes. Krebs knows his subject and explains it well. His prose isn't magical - sometimes the scene-setting and phrasing will lack grace, but it's never bad enough to overpower the well-constructed plotline and good background research.",,,1,,,0,,,,,
16131189,Mo' Meta Blues: The World According to Questlove,Ahmir Questlove Thompson,"Thompson, Ahmir Questlove",Ben Greenman,"=""1455501352""","=""9781455501359""",4,4.08,Grand Central Publishing,Hardcover,288,2013,2013,2015/09/18,2015/09/18,,,read,,,,1,,,0,,,,,
44895,Confessions of an Advertising Man,David Ogilvy,"Ogilvy, David",Alan Parker,"=""1904915019""","=""9781904915010""",4,4.06,Southbank Publishing,Paperback,208,2004,1963,2015/08/30,2015/08/30,,,read,,,,1,,,0,,,,,
29,The Mother Tongue: English and How It Got That Way,Bill Bryson,"Bryson, Bill",,"=""0380715430""","=""9780380715435""",4,3.95,William Morrow Paperbacks,Paperback,270,1991,1990,2015/08/24,2015/08/24,,,read,,,,1,,,0,,,,,
4852344,No Law: Intellectual Property in the Image of an Absolute First Amendment,David L. Lange,"Lange, David L.",H. Jefferson Powell,"=""080474579X""","=""9780804745796""",0,4.00,Stanford Law Books,Paperback,456,2008,2008,,2015/05/25,,,read,,,,1,,,0,,,,,
338798,Ulysses,James Joyce,"Joyce, James",,"=""0679722769""","=""9780679722762""",0,3.74,Vintage,Paperback,810,1990,1922,,2015/05/25,"to-read, take-these","to-read (#24), take-these (#3)",to-read,,,,0,,,0,,,,,
208669,A Spinoza Reader: The Ethics and Other Works,Baruch Spinoza,"Spinoza, Baruch",Edwin M. Curley,"=""0691000670""","=""9780691000671""",0,4.15,Princeton University Press,Paperback,320,1994,1994,,2015/05/25,take-these,take-these (#2),read,,,,1,,,0,,,,,
194769,To Mock a Mockingbird and Other Logic Puzzles,Raymond M. Smullyan,"Smullyan, Raymond M.",,"=""0192801422""","=""9780192801425""",4,4.12,"Oxford University Press, USA",Paperback,256,2000,1985,,2010/04/12,"currently-reading, take-these","currently-reading (#1), take-these (#1)",currently-reading,,,,1,,,0,,,,,
9155566,The Master Switch: The Rise and Fall of Information Empires,Tim Wu,"Wu, Tim",,"=""""","=""""",1,3.87,,Kindle Edition,385,,2010,,2015/05/25,,,read,Uninformed.,,,1,,,0,,,,,
8470384,Extra Lives: Why Video Games Matter,Tom Bissell,"Bissell, Tom",,"=""""","=""""",4,3.55,,Kindle Edition,240,,2010,,2015/05/25,,,read,,,,1,,,0,,,,,
12385458,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,"=""""","=""""",3,4.09,"Farrar, Straus and Giroux",Kindle Edition,512,2011,2011,,2015/05/25,,,read,,,,1,,,0,,,,,
19271328,The End of Big: How the Internet Makes David the New Goliath,Nicco Mele,"Mele, Nicco",,"=""""","=""""",2,3.71,St. Martin's Press,Kindle Edition,321,2013,2013,,2015/05/25,,,read,,,,1,,,0,,,,,
19252428,Infinite Crab Meats,Byron Crawford,"Crawford, Byron",Theotis Jones,"=""""","=""""",5,4.20,Byron Crawford,Kindle Edition,183,2013,2013,,2015/05/25,,,read,,,,1,,,0,,,,,
21412400,The First Bad Man,Miranda July,"July, Miranda",,"=""1439172560""","=""9781439172568""",5,3.58,Scribner,Hardcover,288,2015,2015,,2015/05/18,,,read,,,,1,,,0,,,,,
22748352,Kanye West Superstar,Byron  Crawford,"Crawford, Byron",,"=""1500586188""","=""9781500586188""",4,3.90,CreateSpace Independent Publishing Platform,Paperback,172,2014,2014,,2015/05/13,,,read,,,,1,,,0,,,,,
171254,Giving an Account of Oneself,Judith Butler,"Butler, Judith",,"=""0823225046""","=""9780823225040""",0,4.14,Fordham University Press,Paperback,160,2005,2003,,2015/05/03,to-read,to-read (#23),to-read,,,,0,,,0,,,,,
29393,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",Michael Azerrad,"Azerrad, Michael",,"=""0316787531""","=""9780316787536""",4,4.20,Back Bay Books,Paperback,522,2002,2001,2015/05/01,2015/05/03,,,read,,,,1,,,0,,,,,
37819,The God of Small Things,Arundhati Roy,"Roy, Arundhati",,"=""0060977493""","=""9780060977498""",5,3.92,HarperCollins,Paperback,321,1997,1997,,2007/06/26,,,read,"This book rocks. There's probably so much more about it that I haven't picked up on yet, but it was still one of the best reads I've come across so far.",,,1,,,0,,,,,
17396720,Infinite Crab Meats,Byron  Crawford,"Crawford, Byron",,"=""1482516438""","=""9781482516432""",4,3.98,Byron Crawford,Paperback,182,2013,2013,2015/02/15,2015/02/16,,,read,,,,1,,,0,,,,,
991197,The Complete Persepolis,Marjane Satrapi,"Satrapi, Marjane","Mattias Ripa, Blake Ferris, Anjali Singh","=""0375714839""","=""9780375714832""",5,4.36,Pantheon Books,Paperback,341,2007,2003,,2015/01/05,,,read,,,,1,,,0,,,,,
11865558,Venture Deals,Brad Feld,"Feld, Brad",Jason Mendelson,"=""0470929820""","=""9780470929827""",4,4.08,John Wiley & Sons,Hardcover,219,2011,2011,2015/01/01,2015/01/02,,,read,,,,1,,,0,,,,,
12617,Manufacturing Consent: The Political Economy of the Mass Media,Noam Chomsky,"Chomsky, Noam",Edward S. Herman,"=""0375714499""","=""9780375714498""",0,4.22,Pantheon,Paperback,412,2002,1988,,2014/11/04,,,read,,,,1,,,0,,,,,
20657434,The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers,Ben Horowitz,"Horowitz, Ben",,"=""""","=""""",0,4.21,HarperBusiness,Kindle Edition,308,2014,2014,,2014/11/04,,,read,,,,1,,,0,,,,,
16284965,24/7: Late Capitalism and the Ends of Sleep,Jonathan Crary,"Crary, Jonathan",,"=""1781680930""","=""9781781680933""",2,3.73,Verso,Hardcover,144,2013,2013,2014/10/22,2014/10/22,,,read,"Now, it is social philosophy so I should have seen it coming, but this book starts strong and then heads deep into academic-themed overwrought prose that makes it very hard to go on and quite tempting to sleep. As the argument broadens, it also weakens, suggesting a significant lack of research or confidence that most readers are fine with their analysis of recent history done in broad and questionable strokes.",,,1,,,0,,,,,
77,The Control of Nature,John McPhee,"McPhee, John",,"=""0374522596""","=""9780374522599""",5,4.24,"Farrar, Straus and Giroux",Paperback,288,1990,1989,2014/10/22,2014/10/22,,,read,Loved it.,,,1,,,0,,,,,
18077903,"Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration",Ed Catmull,"Catmull, Ed",Amy Wallace,"=""0812993012""","=""9780812993011""",0,4.23,Random House,Hardcover,340,2014,2009,,2014/08/15,to-read,to-read (#22),to-read,,,,0,,,0,,,,,
11517403,The Great Big Beautiful Tomorrow,Cory Doctorow,"Doctorow, Cory",,"=""1604864044""","=""9781604864045""",5,3.64,PM Press,Paperback,136,2011,2011,,2014/08/10,,,read,,,,1,,,0,,,,,
5544,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",Richard Feynman,"Feynman, Richard",,"=""0393316041""","=""9780393316049""",4,4.29,W. W. Norton & Company,Paperback,391,1997,1984,2014/07/16,2012/05/24,,,read,"Interesting. Feynman is a brilliant, egotistical, flawed, inspiring fellow.",,,1,,,0,,,,,
33279,Clock of the Long Now: Time and Responsibility: The Ideas Behind the World's Slowest Computer,Stewart Brand,"Brand, Stewart",,"=""0465007805""","=""9780465007806""",3,4.12,Basic Books,Paperback,208,2000,1999,2014/01/28,2014/01/06,,,read,"Definitely worth reading, as one of the somewhat few books that not only talks about the fast-paced now-times but also potential ways to add some anchors and stability.<br/><br/>I would have loved to read more about the clock and previous thinking around time - the kairos/chronos distinction could be elaborated on a lot more and it would have been great.<br/><br/>It has drawbacks: nearly every reference to technology makes a bad bet. It quotes Jaron Lanier, one of the least likable and most unproductive voices in tech. And it often flows into a sort of 'but let's raise some more questions' type writing which is somewhat disappointing in light of the fact that authors have enough time to think and say something.",,,1,,,0,,,,,
18279,Phenomenology of Perception,Maurice Merleau-Ponty,"Merleau-Ponty, Maurice",Colin Smith,"=""0415278414""","=""9780415278416""",0,4.14,Routledge,Paperback,544,2005,1945,,2014/01/27,to-read,to-read (#21),to-read,,,,0,,,0,,,,,
1301,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,"Lewis, Michael",,"=""0393324818""","=""9780393324815""",3,4.25,W. W. Norton  Company,Paperback,317,2004,2003,2014/01/24,2014/01/24,,,read,"Had to give up on this one: disregard this review if you are interested in baseball.<br/><br/>This just doesn't feel like it has enough content to make up a whole book. On the way to the thing that makes it different than other sports books, it does the classic 'here's what they all looked like and their relationships with parents and hometown' thing. It finally gets to the bits that are somewhat interesting, the reforms of the hiring system are mostly seen as revolutionary since they were pretty off-the-hinges in the past.",,,1,,,0,,,,,
